Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez
44585,1802;40782,87538;38719,91008;41998,05095;41874,35559;40129,2363;34477,74083;34107,25067;37896,79339;41480,60831;43683,80287;42121,871
32135,9613;26955,52282;27072,16711;30431,98975;32161,16145;30232,84474;29274,92486;32676,0181;40114,96453;49814,62904;56356,68697;57690,97902
48525,99681;37840,54062;32864,53862;37364,85045;40168,767;34241,09507;29737,16635;32787,86547;36494,03578;45415,45462;55333,44956;61008,46747
52174,73434;40873,19803;36426,66699;47041,42108;48228,27471;41850,73174;35420,55872;33008,95057;37692,19447;46223,77467;53601,45497;56757,38952
52812,58341;42451,34166;38243,03285;41182,50159;43038,61876;38888,95522;36154,53983;33490,19525;36682,7777;44353,95946;50779,77091;52808,02553
49851,34616;35800,75963;34657,70674;40152,80111;46901,33081;48205,26815;40309,37011;32160,71036;38268,70015;44131,90818;53576,76725;57089,22136
51976,46751;38106,36804;33441,36455;36026,90929;39294,55215;37545,26663;33871,81463;29065,03319;33851,37231;39213,03841;48441,6498;53410,34537
47232,53086;35194,01563;29150,25149;30319,91324;35872,23914;33204,48188;32452,53541;32888,31162;41013,95711;47507,99886;52290,84897;50150,10247
43314,33532;35956,9803;28886,09412;30266,64531;34223,4125;31211,4333;27019,58628;26258,5978;36850,01597;46995,35095;54815,96157;61187,22781
53370,51643;38231,96417;31533,46027;36400,44606;38122,37849;35104,67795;30631,69726;30262,36951;37389,76117;45577,32175;52633,16414;58358,449
47439,29993;32272,45368;27123,21082;35972,83156;38532,71891;34780,27435;26748,18012;27016,57553;33326,72878;40988,84493;46188,45031;50262,58155
43701,20884;36310,92946;29287,34257;32760,42467;35245,02441;34716,81703;31448,14519;29701,4087;37968,18049;42795,81988;45938,40308;47577,45231
41884,49034;30740,03839;27332,71211;31942,84867;35350,19897;33459,20524;28972,07804;29366,20452;36040,41609;43241,50304;48354,83172;50069,29681
42763,86217;30532,586;24997,43536;28426,94798;31024,75652;29237,28683;27703,97158;28607,06337;33579,54594;38859,35359;49818,79894;54182,83368
51237,41621;40994,9921;35742,62724;41686,03374;43024,43125;40273,94499;33265,7872;29799,94466;34094,48111;44929,0183;55871,17382;59204,00717
55228,44969;37232,71122;33599,11964;34314,90237;33624,79638;29912,2055;26179,72268;23775,36063;34586,67412;41277,37643;48203,04412;52011,00137
44707,04816;32903,2437;30309,87796;34130,8361;38704,48538;33825,82309;27814,31082;27853,03394;36453,85323;45665,87287;52192,37209;54585,3116
46220,76028;36735,76805;32659,67896;31673,48173;36243,46815;37215,72601;29815,77051;26479,89815;35061,30149;42274,27524;48446,33571;50728,2735
49522,69966;42046,13474;37674,31015;39450,88827;38040,13081;32889,04093;30896,51691;30210,12563;34448,55308;40780,60271;50358,15193;50404,93874
42945,70102;32890,23297;31342,23568;32488,4404;31972,25357;33524,16411;31180,23914;34140,04968;39507,58409;44779,6449;56346,57893;63022,8169
57441,2671;47143,12288;40859,53613;42338,7513;41848,81911;40874,79292;31847,50291;30993,727;36891,41038;45802,33032;52710,46031;51106,1787
43551,90244;32842,83918;29002,37482;28992,95856;31687,60256;33989,55919;30598,82003;26208,50233;31177,92833;36897,38396;46250,45831;49443,41612
41656,8499;32706,24235;30640,7189;36229,19567;37665,99667;32616,05196;30079,0349;26880,64924;33784,8934;40173,77023;47058,07752;48257,15757
35323,48318;29383,15091;32090,92636;32678,20214;36650,26445;41767,73677;37389,06638;33736,93862;36785,21214;45412,75975;52845,8554;52272,8572
35828,28067;30096,07189;29320,9276;31295,75288;30942,75138;29032,85242;33519,47349;33304,67583;37969,75206;41243,27185;49714,76532;55929,39889
44484,01314;37997,82926;36459,34226;35042,51246;32809,16243;30714,0203;27028,4436;28644,40606;35615,6169;41992,96481;49654,22192;55616,8375
46512,40358;35928,89629;30421,82366;31951,92335;34823,5363;35088,98648;31650,88374;31011,61428;34994,74238;39718,62549;41883,63308;42632,09192
37389,61681;31080,72607;31892,34827;35172,89136;40969,6404;40390,49613;33241,76308;30771,59382;39157,30675;46250,09306;50796,3637;51993,47402
48279,91277;39454,44621;36128,28359;36835,64802;36392,84875;33460,04411;25625,60694;27568,4973;35982,41777;48511,77785;53179,94876;50909,42169
43385,73629;30708,16324;30524,08754;32317,96051;34780,97278;33180,38187;26886,73155;27782,49884;34830,75367;44908,15544;49686,5147;48141,17968
37763,79819;30394,55901;31314,62954;32277,76273;30844,65197;25924,52653;23012,09059;25388,72927;32293,69417;40068,49624;52168,61454;57109,99326
47545,96888;36834,80528;35828,22436;37806,50582;41610,11124;37543,72443;31055,05468;31427,37004;38325,21871;44498,57994;49867,42991;49049,32363
41726,48491;35692,16088;31944,0193;34071,38269;32852,13785;29838,56199;24837,55055;26315,04195;29955,34638;33679,03088;41398,02196;47123,48909
47350,40625;39830,69179;35337,92785;40235,30935;45387,22561;42880,5819;30938,36209;31237,9356;35105,38981;39791,28535;46152,35276;47109,10815
43261,13346;30607,8789;30013,88404;32939,94928;33295,16107;28162,52427;27393,9983;32320,90655;36123,87882;41660,74648;47874,30021;49136,81863
41994,90133;35867,65214;35895,0631;36301,76218;36059,82214;32774,44527;28560,00427;27953,66837;31057,16184;36816,95492;43978,28134;45723,30183
41968,06203;37271,4021;39995,84424;41291,95865;41474,03758;38503,926;34104,58658;33157,59768;35722,60438;40156,79661;44143,93383;47475,44009
47654,61926;45757,44288;44892,31267;50430,09582;49637,88982;46500,58088;38782,91461;34837,10465;42465,44434;50721,2568;59267,05694;58751,51064
49724,32861;38883,21074;40861,87432;44552,52955;43877,77851;37968,98621;31437,28873;32278,24472;38549,30337;40640,92374;47487,4214;50234,32899
47885,29143;40723,93987;40091,44875;34985,15234;34078,74018;33711,90801;31351,29141;29278,7075;32309,55373;36203,81432;47781,68437;56961,72075
54793,66673;37789,83369;36293,64915;36681,56254;38525,05001;32997,14158;26268,84907;27082,94097;32228,34426;37388,55748;43826,95233;47358,43755
44920,59007;34552,78005;32040,85652;35606,30044;36740,71779;33277,36917;27311,02466;27704,15702;32399,99069;39447,15975;49349,56518;55673,07018
55461,24446;44005,4962;39834,70877;41942,87448;44652,35532;41082,967;36899,10701;34963,10483;38870,66281;44530,72461;49571,62737;49924,94895
43813,77575;34501,43202;31520,8727;32485,567;33247,12329;32868,33701;29576,33562;26594,64215;33084,4379;38237,44431;45711,59867;51968,69366
48178,44265;36015,77484;31581,35995;33575,41233;37723,07798;33171,83824;28325,66112;30029,77687;33984,70498;42320,40299;52916,70614;51076,91938
45921,76237;34796,9889;30856,2232;34849,04603;33518,99055;29586,37392;26864,86813;24983,3676;28452,58512;32806,46149;39952,35495;40895,99042
38150,98018;28738,03193;26884,55728;30956,57533;32743,45609;29449,64275;25284,11983;27369,94274;34561,17398;44059,05962;53073,33877;58551,9847
57198,38703;50633,4816;44160,17502;43452,35854;46348,27703;42137,31569;34105,07308;32409,79223;40115,41801;51927,23357;57315,61467;57041,21333
45446,31361;36203,05884;34558,71434;35635,03953;40209,25216;38797,28622;33060,20371;33217,34516;39069,0917;47907,45202;53237,06957;57056,22494
51250,79712;37577,84167;34665,29174;35566,26536;37996,05325;30222,65734;25746,35136;28183,26432;32190,76777;39877,47323;50067,10387;55135,97248
44419,05723;36488,05669;30428,02392;29829,97154;30875,31683;29026,25674;26626,7409;27429,59547;33787,17151;40477,77485;49877,17044;57544,91906
51070,49338;38383,86283;34972,49982;32543,51112;33770,56596;31463,27892;27381,20187;28057,77449;37657,70897;47579,46866;57432,42264;57855,08791
44671,36138;34569,02267;29953,80458;31987,4885;30579,10799;29342,92212;26286,51367;27238,26493;31453,17788;38245,50543;47377,9897;47476,62698
34229,63606;30506,30715;30747,36138;35764,56856;35763,0575;32629,77872;29546,11516;32409,32055;36270,51404;40457,03007;46992,43302;48111,08296
44798,11759;39750,52672;39725,58342;38497,85718;36377,00384;34859,86461;30114,18642;29107,31844;33718,16458;40183,68405;54075,36811;59305,76903
50557,71677;41259,27091;39307,66336;45011,18501;46454,55967;40387,94872;35291,38293;33963,67038;40068,69371;48905,29832;56881,62594;53631,60466
44105,80976;36374,69253;36136,05609;35653,29338;36197,56979;34509,25144;31463,00973;33382,63512;38321,92456;47530,13457;58043,51295;61856,70341
48692,58044;38360,77188;34472,05428;40537,36708;40883,60989;36570,45527;30314,0084;30705,17417;34252,62338;39007,58869;54810,78553;60230,12805
48643,59738;41454,84475;38131,59135;37984,4102;42749,90125;41433,23185;39127,7781;36197,1539;41910,76817;55296,56236;70446,09092;77344,7759
57740,66481;44973,47129;42621,15271;53777,05376;53428,24305;51294,70977;42932,73701;36150,0239;38484,20476;45448,19161;56267,61279;60639,35192
45872,93024;42115,68484;42845,26107;41637,59098;41054,51639;37286,56597;32829,52917;32469,43763;35965,39404;38905,06705;44923,48163;45987,79886
35741,76159;31317,97031;34109,62579;35993,0138;34618,17104;30939,90828;30557,27976;29137,67054;34416,9683;40020,25476;46487,3199;54252,08611
44034,60847;36402,59334;35227,70613;38249,10591;36315,79486;34429,33702;28190,2694;29381,09657;36545,17351;50616,734;62433,33667;67832,96124
62681,72751;52728,08578;42064,59189;42836,93992;40837,83026;36361,07497;30012,39705;27653,15999;31334,66225;38988,90448;46829,4773;46662,49809
39764,93788;31845,94981;29705,66044;34939,22634;36923,1238;33741,6325;30173,79775;28117,70502;30217,11964;37064,52248;46450,98469;49443,51778
44759,11784;40457,68633;36493,58773;40545,73018;40739,6928;36146,68276;33133,96004;31374,71608;36048,05914;41898,53138;50858,70466;56587,36656
47793,13656;36822,97186;33818,80121;37059,44649;40845,81748;41080,44898;37689,45901;30994,57629;34396,13467;38864,56271;43740,26141;47009,97478
39320,16574;34280,13021;36643,07345;38005,83008;42292,02033;36830,00555;31145,48438;28167,33921;33225,02411;39376,14871;48247,70098;50770,8621
42628,07206;35268,5225;36910,58779;39665,15311;41022,88697;42644,21428;40672,33655;38876,23484;43187,7108;47895,64167;55376,82197;60737,39044
48941,04913;40287,4169;41695,96041;43685,17209;43545,42479;40448,07437;34372,61161;30088,46223;37080,94032;44882,5438;50234,74312;49141,35697
38775,36897;31853,43351;30670,0662;37946,4726;41556,4506;33671,35428;26974,30888;29686,90714;36635,82181;43067,64211;56542,8644;65625,97318
54002,33776;40090,3268;43235,50784;43400,54359;42778,52443;36931,88317;34187,14664;33705,31915;38352,60383;47389,67582;60641,50526;64155,52535
44307,47728;32345,16055;34857,33869;35787,06859;33938,01951;32630,34962;29449,25485;31765,19624;34977,00466;40086,35144;47576,197;50471,80663
32115,33439;23344,48498;27881,44242;31749,59423;34028,49424;33349,29609;30700,9487;35913,66141;43841,37526;56109,95259;65058,26895;70815,82085
47851,7075;32567,58229;33229,56776;37931,05772;36558,45655;33582,52424;32200,65654;34925,33196;39255,61862;46814,79436;53847,71849;54077,42258
36463,92769;27782,97573;26035,95341;29171,67724;31107,35102;27195,18967;26214,84902;29494,00458;33301,55332;36923,35185;41680,67016;38840,78328
24107,75708;18715,06508;18394,58796;20067,44442;22596,45865;21846,89206;22447,50012;27953,65035;34926,48089;41141,70342;46628,9141;44809,75654
30129,416;28111,182;27186,40958;30353,59833;32661,59528;30785,42846;27957,19947;30309,20591;35323,17907;43634,90521;51627,64329;51723,1415
37889,17883;30672,5015;27781,01229;28794,10802;28029,10691;26782,04248;27065,90484;30774,22532;37856,53947;48605,81276;54474,97604;55211,44544
39792,19671;31894,09001;27678,51853;31990,02008;32687,70724;30319,17932;27733,29212;30708,30081;32803,84612;39034,82449;49334,42451;56438,73339
49516,44523;39509,91475;31219,94542;34467,90067;33359,98916;31488,46115;29610,16496;31045,27716;35027,58536;42186,75377;54755,99295;57538,82257
53129,87877;44020,20069;37534,01073;41338,89786;41307,47636;40378,97303;33477,72597;33061,35594;39249,72145;47444,13641;61426,26046;68820,40008
60241,02703;40137,58643;35584,95513;39933,95466;40083,71139;34876,9065;28279,41125;31010,7259;36649,06962;45566,74038;54306,07858;63624,67609
59878,14855;43980,92294;39790,21089;42767,64702;45231,65277;34522,39038;29107,98129;30206,93758;36871,12557;44326,17164;48287,95949;51934,9151
47497,26604;34454,22082;34374,99265;37525,09165;38891,97212;37536,69305;31617,33212;30935,43029;37481,15257;43742,3148;52936,72514;56147,10947
45637,5855;38687,9525;34232,01784;36778,66389;36575,16185;33903,57513;27880,72189;28265,00949;31720,77834;37432,26707;45299,16451;45945,89142
37320,33904;25785,4168;26440,72074;27943,74164;32186,28584;34706,90314;33930,0339;35047,3415;39372,60182;45898,70988;56858,18294;58902,80594
46822,71618;38989,76576;38209,68663;38734,9789;38858,68649;36044,42435;35950,35834;34175,89465;42086,80205;50021,45517;62655,78638;68719,77029
56473,79263;46636,41013;42289,46751;45517,76706;41574,51526;36840,47248;30776,09191;28514,13622;36142,53745;42559,24073;57898,25253;64811,64326
50875,13338;38144,63122;40486,32597;48350,37541;52961,67371;50116,30294;37674,35816;33986,98679;40761,40303;48159,99642;54971,80612;56748,99757
39618,64366;32765,62865;33090,06338;33425,16461;34560,01673;31400,3531;26194,37445;27960,89416;34191,77491;41952,85373;51398,36545;52840,71564
37160,0478;30983,20464;32508,0028;35964,63439;38108,93271;34722,92103;32770,4778;33046,03076;36984,68174;44509,1345;57220,14265;66899,43738
48675,23132;36868,23973;32078,8556;34649,24505;39577,12905;40609,7773;30309,69873;27835,14934;30620,84753;38769,20174;49322,84629;55985,71246
46463,8154;36700,39395;29292,29555;31875,52496;35418,06256;32231,88194;24977,50064;27219,88574;34196,01185;42769,22345;51542,1745;53990,12264
43191,33537;35692,09545;34376,31296;38312,09053;40821,26967;37374,08882;32529,18723;30861,02096;34502,62666;40585,48658;47323,66834;50069,52257
43490,05427;40736,67936;41061,78065;36200,37476;36862,08504;33805,46503;28377,17712;29767,51878;40689,61652;48664,95497;57181,26656;59343,38859
46441,41397;32044,36635;30675,08779;31586,87104;35335,66393;35656,32747;29576,92659;26928,14342;32700,07437;38409,80428;45012,33316;48614,62169
44643,08094;33505,55054;33104,43589;33639,12121;37549,98413;38306,13098;36499,73676;37270,51393;43385,32724;46471,77438;56207,85512;62458,71167
53158,6723;42872,443;36821,52069;43789,11711;41981,94877;40213,24708;32025,50553;29800,45638;34397,74618;38093,79848;46550,23622;53722,80208
53133,35067;43546,04423;40724,03861;39034,86997;36883,12034;34294,20631;31168,88349;32105,26487;35970,02689;43174,4529;54115,5278;57068,28485
53953,35631;36468,64166;33129,99907;34297,59894;33560,9127;31165,58103;27179,37853;30140,96798;35491,5913;41709,23701;49126,65153;48502,48595
46443,70127;37853,90304;34310,95577;34840,29661;35467,13992;37787,55508;32434,38954;31891,15786;35771,12262;39895,94388;47619,41738;50109,99107
48111,31208;36461,30976;32964,13553;36548,00415;39153,94715;37439,25356;31752,75299;31949,70404;34843,4634;40696,27667;55130,80691;56237,65863
48905,67426;38058,67979;36593,31562;42791,77135;45224,11541;46597,73795;38031,56864;36976,01527;44541,21408;50862,82695;58667,15578;67183,16183
64634,76103;53761,73701;47978,50812;50679,89752;47177,94172;42771,00139;37416,75608;33025,36384;37653,08681;45039,00817;52491,98552;56909,12454
55155,25722;49359,66841;45843,5768;45670,6162;46090,02721;45841,58382;35050,60369;30775,17279;38428,83852;45850,97487;49999,36183;50870,17491
46723,56213;34495,81222;31565,12823;33445,13375;32355,34852;33800,23064;29196,09775;30364,44016;36826,20352;44647,43984;52426,11569;54469,834
47571,32888;35007,8016;33768,99258;33918,80713;33048,71003;31201,83971;28151,24674;30065,33195;34151,21403;42125,00427;47367,57203;54333,37156
47224,92047;33628,78894;30309,49891;36561,49398;36857,94658;37474,37079;35525,33516;34972,63758;37961,69051;47366,11488;57468,29929;58121,83254
54778,35458;41340,87916;32840,97027;34724,62877;38210,57636;38533,42441;38120,55524;37996,96237;41760,93003;52325,45919;67452,59825;80641,21921
76713,33117;50734,8999;40414,55672;41341,07172;44777,47967;39724,00133;36548,12644;35360,67359;40764,87751;49309,3044;56829,03366;61287,33446
62881,93869;41866,63849;37469,98459;43712,36312;42573,84621;37359,82676;32327,39761;30673,30804;38919,1621;48327,87925;57885,21207;60948,20694
62843,48372;46414,95415;40231,25253;51122,70752;47529,27928;40091,85373;34118,60087;29966,63412;35961,09177;47397,51831;58866,94893;63717,57642
63698,11276;49611,61891;40365,09868;47433,28872;52577,24318;50270,17519;39954,75273;32448,47864;38528,74238;47210,06511;59583,20547;69212,47039
70660,86905;49909,02786;38055,33917;40095,60995;43857,34978;40354,87359;31735,55846;28414,45366;38926,70089;44735,06471;53677,8771;59982,46566
58005,81331;42895,92164;34245,0975;38605,28353;45382,4539;44093,81443;38472,65642;35180,60128;41561,86606;45802,94076;51857,80935;53610,86331
49636,83085;38057,57172;35039,96148;35132,61309;38525,94114;36490,75106;28988,18931;28948,22415;32690,64076;39514,1678;50789,97598;55296,08842
54899,0834;45337,89724;39720,75321;37169,40508;37312,51719;34019,10778;30163,58056;32808,11805;39401,24354;43378,82454;51769,95041;59310,11965
55502,10351;41406,11957;32508,00387;35199,16662;35559,36788;31836,68762;29172,93411;31327,61852;37244,64459;39797,41275;54795,85266;57814,25489
55597,5561;47076,41273;39971,30867;38875,58573;37376,22657;34050,03906;28394,2687;28204,08737;36475,71099;42571,5862;53938,01274;59513,02987
54240,04763;38043,96898;35515,96621;33317,73722;31092,00341;27982,86254;23709,52306;25294,70164;30693,42416;38747,92458;51643,525;58365,45765
48470,60478;40361,48615;36236,10083;39276,41743;40184,18483;36693,77025;30007,56253;29591,18492;35231,66268;42790,2437;51937,17477;55473,42687
49821,75086;39169,40565;33892,89289;36276,82903;39573,7871;38104,64457;32677,57964;30290,50991;36887,10221;39833,78337;51243,01307;56910,64529
45843,67643;40514,62434;37457,60861;40814,82647;39100,58302;32187,27333;30845,88046;32196,37073;38570,00657;44521,68748;60679,36574;66549,14175
52000,04639;36290,23727;35179,62775;38937,17869;40047,134;38394,89656;32981,39749;27471,5089;34099,6726;37394,51132;47569,13716;59285,30857
55098,2617;46141,69168;39558,58531;39552,36079;39979,17324;36223,40494;31923,28554;30978,93891;35537,30286;42783,73262;55984,58566;63812,85247
53435,4536;42827,79866;35943,0327;39436,72545;40944,23102;39844,91738;42385,11083;37039,47082;42093,36513;50498,59863;61760,45692;75020,40368
67896,3077;47998,57656;40066,87992;35407,01375;35066,85233;36746,9224;31753,4612;30406,08713;34629,04449;41171,76642;49193,53852;54949,9413
53267,31661;41095,30214;37244,38912;38362,4958;39300,52565;39081,50997;33123,31217;29176,83253;35045,45676;41168,1201;52799,55054;59290,45523
60598,41119;48085,41104;40184,12352;43139,5903;42612,9557;40356,31819;28175,1654;28069,56762;36108,48685;45151,92995;57234,25903;61869,77629
62106,04631;53688,16811;42901,31236;46303,89208;48670,13067;46030,67301;36048,73789;33816,80731;36094,80818;42129,61586;55506,22952;65561,08063
63368,20992;44633,5566;41560,03489;44949,93793;44200,44651;39094,46732;33669,29525;35491,66601;40642,25426;47268,23779;59640,01984;67879,18465
74794,55591;59979,72778;50967,1029;57046,34254;54544,16711;42893,21981;34299,43287;34039,5308;40268,62546;45262,92882;50902,19179;56808,95524
64104,60027;48403,70081;43933,45344;43636,74484;44474,54735;41101,46514;31361,25461;30823,99468;34003,46961;40318,45003;45659,92188;58397,50509
71983,53449;57118,33124;55069,35159;58272,14172;56560,9366;47557,75298;37590,61877;38106,74074;48417,20794;55401,22272;61592,84535;68330,17145
76815,84016;52474,64751;44969,8718;47651,52195;47498,95363;43401,93359;35708,70454;32293,82002;37775,8132;41930,25832;47913,307;53178,40153
62480,71076;49616,78331;47161,37506;47225,00637;45958,58425;44299,6535;37138,31037;37741,71651;41107,11487;44292,92497;52009,17577;59195,09596
71683,10876;46887,43467;38026,88425;41569,10666;41571,3279;39679,81659;35955,13304;30671,19868;37155,76222;43577,49178;50423,8644;53210,97229
64456,9422;51151,82452;46424,74526;46140,4495;46788,1464;45433,12958;38876,86774;32404,92322;36811,39191;43018,79755;50642,05638;55976,71261
61341,1252;40209,78547;36725,7161;36157,92695;35435,0403;32929,4245;30452,08108;30239,24112;36260,56286;40723,66098;43742,94106;47675,97362
44637,64117;29715,51875;27566,46447;34178,9574;32821,58837;28384,231;24308,39735;24792,39316;31193,04088;36127,80319;44818,72418;49931,16438
45590,92459;36648,93815;34140,5896;42637,96842;40837,36827;36314,9399;29405,12848;31635,37894;34009,09527;35542,82705;40799,55048;46455,45472
42076,08256;31119,86837;29413,91064;34679,68505;33666,64967;32071,70064;27453,66104;30649,28954;34216,95249;39199,53441;43088,96422;44720,65975
42451,46414;29382,85326;27209,98077;32490,53814;34752,70005;30419,5064;27423,61484;26092,728;32855,74452;39018,28141;45868,98927;50795,06599
43837,98474;32305,75017;32107,94855;31902,78191;35313,97416;34115,34549;31535,93508;31236,74258;36953,8481;42654,01377;51500,1766;58801,02109
50214,36296;38894,77978;39586,7745;47683,06716;51201,58917;45059,24147;40900,92752;36600,962;41003,82269;48351,84509;56461,01291;63161,99328
54733,65254;42800,9172;39761,39989;42698,39968;44665,9964;38265,48105;33054,64236;34969,18996;39562,11272;43360,78792;50742,44333;54828,63463
50189,00949;40896,4112;36795,93167;41455,29797;49746,19086;41157,70934;29439,43089;29307,45619;36260,75323;40977,06372;50066,70904;55364,60509
49445,04068;36898,02342;34959,34468;33018,61639;35677,85063;34452,20084;27900,37301;29537,93042;35492,52204;41479,16851;44977,01465;47508,0107
43803,56093;35167,58214;33938,02888;31077,50465;29629,72782;29487,49453;28416,49554;34951,83561;38979,8604;44080,55318;46917,80828;46791,97138
41151,91089;30921,44716;30864,53534;33830,54108;37599,4197;35187,08021;30543,79529;29421,90309;33430,41201;35853,72646;43332,90188;46654,01901
42602,86479;35418,78248;36054,09763;38690,23225;39544,76733;37784,02205;32083,15873;29626,4557;35233,3977;43990,24498;51084,00409;55553,83229
53850,03939;45923,84307;42246,5638;44395,46712;43116,16394;39222,60441;35836,09763;35545,9193;38142,64702;45539,51906;52213,93345;54849,39739
59958,16688;47582,57996;38943,52674;43182,95345;45218,2155;44602,51645;42446,24548;37064,92052;43862,12925;51507,54691;54428,99438;59484,67569
58452,07273;45749,05811;44925,37738;53581,93436;52354,18311;49263,28366;39701,19684;36584,53707;43245,86251;48826,90572;53755,17355;55946,28268
56090,55063;43764,73114;40251,02557;42080,06979;45705,85693;39899,48711;31021,56323;34231,75321;37488,69008;42959,67117;49813,32805;48717,63505
45733,14925;41702,55166;37742,38002;41675,80176;45654,25393;42367,04527;36669,01334;34253,55535;37314,22167;46225,90443;53233,26993;53257,68639
47686,81016;33048,08564;28695,49672;28834,25634;31255,30429;30545,59238;26769,48823;29968,16625;36693,58088;42895,61617;47342,0886;48851,22804
42818,5414;36416,16582;35625,01348;38984,53512;39446,99743;37313,85465;32878,35936;34247,91525;37073,46736;43644,40515;59847,01038;64533,91189
43628,55946;31770,49828;30892,05797;36483,11719;35825,10008;32384,15446;30221,16022;31722,27936;36871,50919;44683,30431;53564,28211;55858,15121
44810,37095;35773,86531;33516,17538;32345,96525;29676,68916;27763,05731;23779,07707;21937,76676;27198,69013;32983,90078;40552,26743;45722,63942
38715,27254;33197,13259;34040,07267;35915,27192;37922,49481;34925,95019;28085,42987;26048,83097;32838,43479;39381,54482;46932,58842;51785,10924
46737,66484;33127,35913;32488,23942;35184,07162;33851,41722;32042,57859;27472,58169;29033,24062;32581,17999;38373,32308;46122,47075;55414,32316
54271,61486;38029,76809;32816,97031;36448,95416;38340,56783;37099,89872;30380,74649;30554,11907;38725,14139;42896,63062;52128,60374;61640,51909
71673,29465;54962,54331;41536,60582;37220,63738;36652,50961;32476,47244;29575,96152;30749,34363;36287,28958;46521,06588;60646,0881;71119,42326
75205,66066;51369,28129;39922,97372;41372,27757;41306,14814;39881,75735;35545,0977;34447,73362;38663,2483;45123,20151;55727,95603;62569,02096
65059,01862;45305,5166;38064,98866;37711,79834;41529,08387;37465,35707;34882,20409;34355,78653;37608,52482;41472,50117;49995,99488;59112,3946
59647,90035;45479,33347;35614,44398;36199,36835;35622,24884;32969,42701;28075,50956;29322,77107;33417,24034;36580,80063;43269,36239;46972,25525
51231,58581;47770,62973;44632,13824;46530,03427;45715,14414;42599,47025;35359,81184;32406,97767;38102,74961;43100,18432;51201,70441;59110,75182
58215,96974;41475,89932;35114,87542;33497,4543;35528,07086;36190,82448;30746,31137;28463,24737;36231,98894;43089,57652;57603,02946;66430,01343
59683,35468;47661,65881;44008,08443;51329,72553;53493,37617;45520,34277;40658,41224;38444,64564;41133,23552;49431,52906;67584,16901;75899,81875
66995,64724;45928,6779;41204,95637;40788,38363;40338,797;38932,34183;34082,68032;33457,4071;35113,20325;42107,08077;54018,9402;57930,0768
53086,48104;44878,94356;36407,5273;38797,6537;42984,97049;43117,95944;39287,46399;34499,57545;40462,00021;44095,59768;52946,07681;63315,0459
66941,66763;51650,46627;41174,927;45451,18047;46396,55996;43659,44847;39461,98496;33010,89862;36501,75582;43392,67614;56341,2858;65642,60773
71095,63013;51310,65086;37977,09445;39596,2178;37618,42795;35627,98554;32858,71398;31048,66795;34650,40194;38776,36315;52256,16462;57343,86656
54109,575;44881,66207;36240,31163;40570,09941;42468,9503;40409,08623;33465,28261;31497,17513;35779,26718;42859,27668;57009,64451;65001,69329
63314,92499;51839,72469;42847,82194;45188,41192;44015,88632;40753,91764;32886,70866;31513,49769;35920,27628;48241,61908;58049,10458;56665,30827
47397,94317;35717,36874;29660,42041;36152,17679;35733,82209;35093,96418;33212,29947;31793,12308;35685,51024;43166,68105;55599,62388;61006,54733
54013,96189;49540,36405;41726,54693;46395,58016;49188,75283;45191,85907;38777,53583;34768,55548;40750,42582;47383,93177;57370,49716;65155,14357
55646,59356;42746,71067;40212,62576;46926,55262;48895,43668;46763,74568;42684,9556;39696,57378;40268,91866;46517,72805;56812,19877;58389,44055
52591,40015;41585,06847;37497,4499;44221,568;44426,8868;38824,31878;28607,78202;25152,36611;34703,0001;43881,30198;58689,61561;64237,96825
55000,177;39716,22752;32914,56987;38441,02769;46053,79765;47423,4111;38583,34213;31449,4351;36065,79211;38942,91833;43895,00534;47257,32416
44970,08472;38816,04063;37636,51972;41652,18865;42326,04084;41266,14126;39407,78717;31773,78637;38398,31124;40316,0872;44548,12217;46345,22841
48807,33656;38841,58639;34520,54705;38339,22224;39460,42315;37731,05334;32877,20845;34255,29186;40656,98923;45303,83166;51231,74322;58743,07695
65606,89662;46399,13907;36336,65713;36049,71989;37058,61429;35577,07664;29194,58252;30897,4563;34286,33786;38792,80767;46144,20932;50057,19083
51733,6102;41971,70493;38365,92689;33131,12197;32691,52623;32076,88665;27908,2189;25634,27806;32164,83353;38452,23277;47498,09394;50404,62651
44939,18878;29280,98993;28456,40255;29190,6174;28078,08308;27663,98984;25783,80055;26419,42945;33288,43413;37094,51697;43472,62698;48980,79842
45815,74123;37298,79148;35943,08149;35837,47781;33574,82668;28578,73002;27406,54086;25657,57488;35546,08238;43950,49855;48592,02351;51167,64905
43203,86589;38445,66544;36285,88326;42284,9723;42477,45092;40247,58356;38363,91335;36314,25715;39645,39605;45828,78712;53601,9695;56158,822
42743,76895;36277,0739;33026,53424;35098,82415;37667,0278;34487,92014;29593,78261;27095,98596;33806,33545;39764,99725;48932,05475;50359,7488
37781,64166;30081,69063;28812,67199;30115,79397;29727,52679;24794,89649;20232,11264;23423,7389;31244,44809;36122,31357;42053,8101;46499,97634
39928,20825;37357,37485;35610,44426;41711,40766;48202,57674;40354,542;31760,84938;31800,09103;37549,88501;38512,93732;43835,96337;51126,23971
56639,87371;50682,8251;40761,88081;38791,43071;39460,29873;34331,09079;31352,55227;33883,27992;38195,25303;42534,51338;54885,37555;61731,26259
60020,58653;38328,3206;31526,45013;36384,44898;37908,32639;35698,5197;32111,05916;29894,69318;38395,80183;40870,87159;45458,42269;50278,83485
